,form_submission,form_created,embed_form_in_notion_click,subscribed,form_saved,create_form_database_chosen,open_form_click,edit_form_click,save_form_click,create_form_click,paid_plans_buy_pro_click,nav_pricing_click,paying,cluster
20293.0,10,1,2,0,10,2,8,15,10,1,0,2,0,0
20402.0,0,3,0,0,11,7,0,13,11,3,0,0,0,0
20469.0,39,1,0,0,4,2,0,4,4,2,0,1,0,0
20490.0,0,3,0,0,3,9,0,3,3,5,0,2,0,0
20496.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20497.0,3,1,1,0,12,10,0,13,14,17,0,0,0,0
20499.0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
20501.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
25279.0,1,1,1,0,4,4,0,6,4,5,0,1,0,0
15030.0,3,5,0,0,13,8,0,22,13,12,4,8,0,0
16448.0,0,1,0,0,3,1,0,3,3,0,0,0,0,0
17187.0,0,5,2,0,16,6,2,21,17,6,0,1,0,0
21170.0,1,3,4,0,17,3,6,38,17,5,0,0,0,0
21244.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
21279.0,0,1,0,0,2,3,0,1,2,0,0,0,0,0
21467.0,13,2,1,0,6,1,4,9,6,3,0,0,0,0
21520.0,0,0,0,0,2,0,0,2,2,0,0,0,0,0
21614.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20118.0,11,3,0,1,9,8,16,11,9,7,1,1,0,0
19402.0,0,0,0,0,2,0,0,2,2,0,0,0,0,0
19404.0,8,1,0,0,5,4,4,7,5,4,0,1,0,0
17800.0,1,1,1,0,8,3,1,9,8,0,0,0,0,0
18509.0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
19708.0,3,1,0,0,7,3,7,7,7,0,0,0,0,0
21988.0,12,2,0,0,18,4,10,33,18,2,0,0,0,0
26990.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
26991.0,0,1,1,0,0,2,1,0,0,0,0,0,0,0
14250.0,0,0,1,0,28,0,1,31,30,0,0,1,0,2
16339.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
16341.0,0,1,1,0,0,6,0,0,0,7,0,0,0,0
16352.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21847.0,6,2,0,0,41,3,0,43,41,3,0,0,0,2
22312.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
22929.0,0,1,3,0,6,1,0,6,6,0,0,0,0,0
22968.0,0,2,1,0,6,3,1,7,6,1,0,0,0,0
19552.0,12,8,12,1,33,11,6,47,34,7,1,2,0,2
19711.0,0,1,1,0,23,1,1,28,28,1,0,0,0,0
15235.0,0,1,2,0,1,5,0,1,1,1,0,0,0,0
24498.0,1,1,0,0,0,5,0,2,0,3,0,0,0,0
26988.0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
26993.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
26994.0,0,1,1,0,2,3,0,2,2,2,0,0,0,0
26996.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
26997.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
26999.0,1,0,0,0,1,0,0,1,1,0,1,1,0,0
19620.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20978.0,12,6,0,0,84,9,0,106,85,13,0,1,0,2
22090.0,9,1,0,0,5,1,1,11,16,1,0,1,0,0
22123.0,0,5,5,1,45,5,1,53,45,5,0,0,0,2
22176.0,0,1,0,0,0,2,0,0,0,1,0,0,0,0
22623.0,1,2,0,0,0,3,0,4,0,14,0,1,0,0
22969.0,0,3,1,0,4,4,1,6,5,5,0,0,0,0
22972.0,0,0,0,0,1,2,0,1,1,1,0,0,0,0
16350.0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
14383.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
15483.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18498.0,0,2,1,0,8,2,0,10,8,4,0,1,0,0
18563.0,1,0,0,0,3,1,1,4,3,1,0,0,0,0
21593.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
21870.0,14,1,0,0,2,1,1,2,2,0,0,0,0,0
22309.0,115,4,0,0,18,7,30,31,18,13,1,0,0,2
23308.0,6,4,0,0,2,9,0,5,2,5,0,1,0,0
23427.0,7,1,0,0,4,3,5,8,4,2,0,0,0,0
23437.0,6,2,1,0,12,2,0,14,12,1,0,0,0,0
16843.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16844.0,0,11,4,0,9,25,2,27,10,15,0,0,0,0
21834.0,5,5,3,0,6,7,0,9,6,5,0,0,0,0
21562.0,0,2,1,0,7,3,0,7,7,1,0,0,0,0
21581.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
21582.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
14603.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
21149.0,0,2,0,0,8,3,0,9,8,1,0,0,0,0
22022.0,20,8,4,1,34,16,12,41,34,11,1,7,0,2
22468.0,1,1,0,0,3,1,1,3,3,2,0,0,0,0
16780.0,0,1,0,0,2,2,3,4,3,1,0,0,0,0
19815.0,79,0,0,0,0,0,0,0,0,0,0,0,0,0
20268.0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
21561.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21569.0,0,1,3,0,7,8,0,8,7,8,0,0,0,0
21584.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15468.0,0,1,0,0,2,4,2,5,2,8,0,1,0,0
21566.0,0,1,0,0,0,3,0,0,0,1,0,0,0,0
23327.0,0,2,0,0,3,4,2,5,4,2,0,1,0,0
23428.0,0,0,0,0,0,1,0,0,0,2,0,1,0,0
23435.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16387.0,0,3,2,0,2,3,0,4,2,3,0,0,0,0
22773.0,1,1,0,0,0,3,0,1,0,4,0,0,0,0
15163.0,0,2,2,0,9,7,0,11,9,2,0,0,0,0
15442.0,0,2,1,0,7,4,1,7,7,1,0,1,0,0
15539.0,0,2,0,0,4,2,4,6,4,2,0,0,0,0
22101.0,0,3,4,0,12,6,3,14,12,4,0,0,0,0
23362.0,0,1,0,0,6,1,0,6,6,0,0,2,0,0
20900.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20955.0,1,2,0,0,4,3,0,4,4,2,0,3,0,0
21184.0,0,0,0,0,8,0,2,8,8,0,0,0,0,0
21185.0,0,1,1,0,0,4,0,0,0,1,0,0,0,0
21186.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18035.0,10,1,0,0,54,1,11,67,54,1,0,0,0,2
18625.0,0,13,16,0,41,15,2,56,42,19,0,2,0,2
15557.0,0,2,1,0,1,3,2,1,1,2,0,0,0,0
19240.0,1,0,0,0,2,0,2,2,2,0,0,0,0,0
22465.0,39,3,1,0,25,20,35,36,25,8,1,4,0,2
22761.0,5,1,1,0,9,2,4,9,9,0,0,1,0,0
22770.0,0,0,0,0,5,0,0,5,7,0,0,1,0,0
19680.0,4,2,1,0,3,2,0,4,5,2,0,0,0,0
19681.0,0,1,1,0,7,1,0,7,7,0,0,0,0,0
17344.0,31,7,3,0,15,13,9,21,15,12,0,0,0,0
18967.0,379,1,0,0,2,1,5,2,2,2,0,0,0,2
21179.0,2,1,0,0,10,3,6,13,10,1,0,0,0,0
21183.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
21709.0,0,1,0,0,3,4,0,4,3,3,0,0,0,0
22480.0,1,5,0,0,13,5,1,17,13,4,0,0,0,0
22527.0,1,1,0,0,7,1,0,7,7,3,0,0,0,0
23218.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
23351.0,0,1,0,0,4,4,0,5,4,2,0,0,0,0
23352.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23366.0,0,2,1,0,5,9,1,10,5,9,0,1,0,0
17351.0,0,1,0,0,6,1,0,6,6,1,0,0,0,0
17353.0,1,5,0,0,31,10,10,40,33,9,0,0,0,2
17355.0,0,1,0,0,0,6,0,0,0,4,0,0,0,0
17358.0,0,0,0,0,5,0,0,4,6,0,0,0,0,0
16242.0,0,0,1,0,0,0,1,2,0,0,0,0,0,0
22157.0,0,0,0,0,0,1,0,0,0,6,0,0,0,0
16149.0,0,9,0,0,14,10,1,15,14,11,0,0,0,0
16348.0,0,3,0,1,33,4,6,46,33,7,1,2,0,2
21384.0,0,1,2,0,3,2,0,3,3,1,0,0,0,0
22154.0,1,1,0,0,13,2,0,14,13,1,0,0,0,0
17346.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17361.0,0,2,0,0,0,3,0,0,0,3,0,0,0,0
21896.0,1,0,1,0,2,2,3,19,2,4,0,0,0,0
24249.0,85,4,0,0,13,11,0,16,13,15,0,0,0,0
24699.0,0,1,0,0,1,2,0,3,1,1,0,0,0,0
25040.0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
25122.0,0,0,0,0,2,0,1,2,2,0,0,0,0,0
25123.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26402.0,0,0,0,0,3,0,0,4,3,0,0,0,0,0
16465.0,97,1,1,0,30,1,0,31,30,0,0,0,0,2
17675.0,0,1,2,0,3,1,2,3,3,0,0,0,0,0
17996.0,0,2,0,0,0,3,0,1,0,1,0,0,0,0
18009.0,0,3,3,1,39,7,7,65,51,6,0,0,0,2
18095.0,13,5,5,0,15,11,16,24,16,23,0,0,0,0
18599.0,1,8,1,0,19,7,1,25,19,6,0,0,0,0
20324.0,3,2,0,0,8,6,0,8,8,3,0,0,0,0
20332.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20333.0,0,0,0,0,5,0,0,5,5,0,0,0,0,0
14934.0,0,1,0,0,13,1,0,13,13,0,0,3,0,0
17790.0,0,3,1,0,3,3,2,5,3,4,0,2,0,0
17792.0,1,9,8,0,7,25,0,11,7,22,0,2,0,0
17796.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17797.0,0,1,6,0,9,2,3,11,13,2,0,1,0,0
17798.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15103.0,0,4,3,0,24,4,0,30,24,3,0,3,0,0
16550.0,17,3,3,0,5,5,2,10,5,9,0,0,0,0
20329.0,1,2,1,1,24,2,2,26,24,4,0,0,0,0
15220.0,8,5,0,0,86,15,58,123,86,12,1,11,0,2
18055.0,0,1,1,0,0,2,1,0,0,1,0,0,0,0
22254.0,1,1,2,0,19,1,1,36,19,1,0,0,0,0
24840.0,17,2,0,0,11,3,4,16,12,2,0,1,0,0
24895.0,8,1,1,0,18,2,13,19,18,2,0,0,0,0
25557.0,7,0,0,0,10,0,2,10,10,0,0,0,0,0
26338.0,7,2,2,0,4,2,0,6,4,4,0,0,0,0
26431.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
26432.0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
19437.0,7,6,2,0,13,14,11,18,13,7,0,1,0,0
24904.0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
15181.0,25,24,1,0,40,32,5,64,40,32,0,0,0,2
20498.0,0,0,2,0,10,0,0,12,10,3,0,0,0,0
20944.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
21141.0,0,1,1,0,6,2,0,6,8,2,0,0,0,0
19309.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
19311.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17774.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
17786.0,1,1,1,0,0,1,0,2,0,3,0,1,0,0
17874.0,1,6,1,0,5,12,1,8,5,11,0,0,0,0
18490.0,0,0,2,0,0,1,1,5,0,1,0,5,0,0
20206.0,0,1,0,0,4,2,0,6,4,1,0,0,0,0
23795.0,0,2,3,0,2,3,2,3,2,3,0,0,0,0
24279.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24280.0,0,1,0,0,3,2,0,3,4,0,0,0,0,0
17770.0,7,5,2,0,4,9,4,4,4,7,0,0,0,0
17784.0,0,1,0,0,0,1,0,0,0,0,1,2,0,0
17614.0,12,2,0,0,3,4,0,3,3,2,0,0,0,0
18903.0,2,1,0,0,2,4,0,5,2,10,0,3,0,0
19173.0,10,1,1,0,8,2,0,9,9,2,0,0,0,0
19899.0,0,1,0,1,9,2,6,11,9,1,2,1,0,0
20726.0,0,1,0,0,9,2,0,14,9,0,0,3,0,0
20851.0,3,0,0,0,0,3,0,0,0,1,0,0,0,0
21062.0,3,3,0,0,9,3,1,15,9,3,0,0,0,0
21147.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
20208.0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
24274.0,2,1,1,0,2,1,1,2,2,0,0,0,0,0
17509.0,0,3,1,0,20,5,9,26,21,4,0,0,0,0
17763.0,1,2,1,0,2,5,1,5,4,2,0,0,0,0
14847.0,0,5,1,0,9,5,0,13,9,5,0,0,0,0
16638.0,1,1,1,1,19,4,10,17,20,0,1,0,0,0
14854.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
14855.0,0,1,1,0,1,0,1,1,1,0,0,0,0,0
16060.0,0,18,15,1,34,25,0,49,34,21,2,2,0,2
18763.0,0,1,3,0,6,2,0,8,6,3,2,2,0,0
20053.0,0,1,0,0,7,2,0,13,7,1,0,1,0,0
18167.0,6,6,0,0,30,10,10,40,30,6,0,0,0,2
18727.0,6,1,2,0,6,3,5,18,6,2,1,4,0,0
20463.0,2,1,0,0,10,1,8,18,10,1,0,0,0,0
21341.0,2,0,0,0,5,0,2,6,5,0,0,0,0,0
21380.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
21008.0,0,1,0,0,1,2,2,2,1,4,0,4,0,0
22417.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21510.0,7,8,1,0,9,15,1,17,11,16,0,1,0,0
25113.0,0,1,0,0,5,2,0,5,5,1,0,0,0,0
25146.0,0,5,2,0,0,5,4,0,0,5,0,0,0,0
25248.0,0,1,2,0,2,1,1,2,3,1,0,0,0,0
25277.0,1,0,0,0,8,0,4,9,8,0,0,0,0,0
25278.0,6,3,0,0,14,4,1,15,14,3,0,0,0,0
25282.0,1,1,0,0,5,3,0,5,5,0,0,1,0,0
25291.0,0,2,0,0,1,2,3,3,1,2,0,1,0,0
20381.0,0,2,1,0,7,2,7,10,7,4,0,0,0,0
20388.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
15969.0,3,3,5,0,23,6,1,26,25,4,0,1,0,0
22056.0,2,0,0,0,1,0,0,3,1,0,0,0,0,0
22412.0,0,1,1,0,2,1,1,2,2,0,0,0,0,0
22416.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
15480.0,0,0,1,0,1,0,0,1,1,1,0,1,0,0
20385.0,0,1,1,0,1,2,0,1,2,5,0,2,0,0
25110.0,0,0,0,0,3,0,0,6,3,0,0,0,0,0
25289.0,0,0,0,0,0,4,0,0,0,4,0,0,0,0
25295.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
25296.0,1,1,0,0,3,1,0,4,3,1,0,0,0,0
18164.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19132.0,5,2,2,1,16,2,6,21,16,3,1,1,0,0
19884.0,2,2,1,0,7,2,1,6,7,4,0,4,0,0
19887.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
18254.0,0,2,1,0,5,2,0,6,5,3,0,1,0,0
23085.0,0,1,0,0,0,2,1,0,0,0,0,0,0,0
23121.0,0,1,1,0,2,4,0,2,2,1,0,0,0,0
19830.0,1,4,5,0,3,4,1,3,3,4,0,0,0,0
19876.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22418.0,1,2,3,0,0,3,1,0,0,2,0,0,0,0
22456.0,35,5,1,0,33,7,21,42,33,6,0,0,0,2
23046.0,1,1,0,0,12,2,1,14,13,0,0,0,0,0
23059.0,0,1,2,0,2,1,1,2,2,1,0,0,0,0
23115.0,0,1,1,0,1,1,0,1,1,6,0,0,0,0
23123.0,0,2,1,0,7,2,0,8,8,1,0,0,0,0
23817.0,0,2,2,0,2,4,0,6,5,5,0,0,0,0
25887.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
13777.0,1,5,0,0,2,8,0,5,2,6,0,0,0,0
14009.0,0,1,0,0,1,1,2,3,2,1,0,0,0,0
14917.0,22,14,0,0,210,19,91,289,210,22,0,0,0,1
17224.0,1,1,1,0,4,2,0,4,4,1,0,0,0,0
18439.0,1,1,0,0,0,4,1,1,0,1,0,2,0,0
18680.0,0,9,1,0,18,13,6,20,18,11,0,0,0,0
18865.0,0,2,1,0,3,1,0,5,3,3,0,1,0,0
19003.0,0,1,0,0,5,4,0,7,5,1,0,0,0,0
19054.0,0,1,0,0,2,1,0,2,2,5,0,1,0,0
19113.0,5,0,0,0,14,0,3,19,14,0,2,3,0,0
19123.0,1,2,2,0,1,5,2,3,1,5,0,0,0,0
19124.0,0,1,1,0,1,1,1,3,1,1,0,0,0,0
19125.0,0,1,1,0,1,1,0,2,1,1,0,1,0,0
19126.0,1,1,0,0,0,2,0,0,0,3,0,0,0,0
23523.0,2,5,0,0,4,8,0,5,4,9,0,0,0,0
23832.0,0,13,0,0,30,15,1,32,32,14,0,0,0,2
23916.0,0,2,1,0,10,5,3,15,12,2,0,1,0,0
23917.0,0,1,1,0,0,2,1,0,0,0,0,0,0,0
14138.0,5,5,1,0,22,8,8,28,22,8,0,1,0,0
14731.0,0,1,1,0,0,1,3,0,0,0,0,0,0,0
14732.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14245.0,0,1,0,0,0,1,0,0,0,2,0,0,0,0
17901.0,0,1,0,0,3,1,0,3,3,1,0,0,0,0
19105.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23465.0,0,2,0,0,0,4,0,0,0,4,0,1,0,0
23539.0,1,1,2,0,2,1,1,4,2,1,0,0,0,0
23606.0,2,8,3,1,6,17,0,12,6,12,1,4,0,0
23904.0,0,3,4,0,3,3,1,7,3,2,0,0,0,0
23910.0,0,1,2,0,1,1,0,1,1,0,0,0,0,0
13950.0,0,1,0,0,2,2,0,3,2,2,0,2,0,0
13981.0,0,2,0,1,11,2,1,15,11,1,1,1,0,0
14518.0,0,1,0,0,7,2,0,9,7,6,0,0,0,0
14625.0,0,2,0,0,8,3,0,10,8,2,0,0,0,0
14722.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14724.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
14725.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17882.0,0,1,1,0,0,4,0,6,0,0,0,5,0,0
17927.0,2,2,1,0,6,2,5,14,6,1,0,0,0,0
18124.0,0,1,0,0,0,1,1,2,0,1,0,0,0,0
18131.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
18132.0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
18136.0,0,1,0,0,1,1,0,1,2,0,0,0,0,0
13905.0,0,2,2,0,4,2,6,6,4,3,0,0,0,0
14023.0,0,0,0,0,7,1,0,16,7,1,1,0,0,0
14239.0,0,2,0,0,9,3,0,13,9,3,0,2,0,0
16693.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17585.0,1,1,0,0,2,3,1,2,2,7,0,0,0,0
18090.0,0,2,0,0,5,2,3,8,5,2,0,0,0,0
18120.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
26257.0,0,1,0,0,5,5,3,5,5,4,1,0,0,0
13784.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13898.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
13964.0,0,3,4,0,13,6,11,20,13,3,0,0,0,0
16174.0,0,1,0,0,4,3,1,5,4,1,0,0,0,0
16249.0,0,1,0,0,9,2,0,10,9,3,0,0,0,0
16258.0,0,1,0,0,0,9,0,0,0,8,1,1,0,0
16259.0,0,1,1,0,2,1,0,2,2,0,0,0,0,0
21430.0,1,1,0,0,9,2,6,13,9,2,0,0,0,0
21545.0,0,1,1,0,0,5,1,0,0,8,0,0,0,0
21546.0,4,0,0,0,2,0,2,2,2,0,0,0,0,0
21547.0,1,7,14,0,4,9,0,8,5,11,0,0,0,0
15391.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
14808.0,7,6,0,1,85,7,34,105,85,5,2,1,0,2
16708.0,5,6,3,0,25,12,4,33,25,14,0,0,0,2
16892.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16954.0,0,1,1,0,4,1,0,4,4,0,0,0,0,0
13984.0,0,6,4,1,83,9,4,90,87,10,1,0,0,2
19679.0,6,3,0,0,3,6,1,15,3,6,0,4,0,0
21939.0,2,4,4,0,32,18,0,41,33,10,0,0,0,2
22885.0,0,0,0,0,2,1,0,1,2,1,0,1,0,0
22887.0,0,0,1,0,5,0,2,6,6,0,0,0,0,0
18234.0,1,0,0,0,3,0,0,3,3,0,0,0,0,0
19747.0,1,1,0,0,9,1,0,9,9,0,0,1,0,0
16503.0,19,4,2,0,36,10,31,56,49,8,0,2,0,2
16950.0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
21735.0,6,2,0,0,12,8,0,13,12,5,0,1,0,0
22889.0,0,2,1,0,0,2,0,0,0,2,0,0,0,0
16674.0,0,2,1,0,16,4,0,17,17,4,0,1,0,0
17424.0,0,1,0,0,9,0,1,10,9,0,0,0,0,0
21994.0,7,2,0,0,10,3,14,15,10,2,0,1,0,0
22922.0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
22012.0,0,1,0,0,0,2,0,0,0,1,0,1,0,0
22139.0,53,1,0,0,8,1,2,8,9,0,0,1,0,0
22949.0,0,2,0,0,0,7,0,2,0,2,0,1,0,0
23242.0,21,3,1,0,6,3,0,7,6,4,0,0,0,0
24115.0,26,2,3,0,41,5,3,34,41,5,0,2,0,2
24455.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
18926.0,3,2,1,0,6,5,12,9,6,4,0,0,0,0
21446.0,3,2,0,0,5,4,1,10,5,4,0,6,0,0
21610.0,4,0,1,0,5,7,6,7,5,2,0,1,0,0
21678.0,2,2,0,0,6,3,0,9,6,5,0,2,0,0
20644.0,7,1,0,0,0,2,0,0,0,0,0,0,0,0
21781.0,0,1,0,0,0,2,0,1,0,0,0,0,0,0
21782.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21783.0,0,0,0,0,0,2,0,0,0,1,0,2,0,0
20796.0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
23890.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
24372.0,0,3,1,0,6,7,0,9,6,4,0,2,0,0
21633.0,8,3,0,0,12,17,1,16,12,10,0,0,0,0
21930.0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
23409.0,2,2,0,0,1,3,0,3,1,3,0,0,0,0
21591.0,1,0,4,0,0,3,4,13,0,3,1,1,0,0
22854.0,2,1,0,1,7,3,0,9,8,1,2,1,0,0
15322.0,0,2,4,0,12,3,2,19,12,9,0,3,0,0
17113.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17159.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15173.0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
15439.0,0,1,1,0,7,8,0,7,7,3,0,0,0,0
15464.0,0,1,0,0,0,3,0,0,0,1,0,0,0,0
15465.0,0,1,0,0,2,2,0,2,2,2,0,0,0,0
18839.0,2,2,0,0,7,3,3,9,7,2,0,1,0,0
17152.0,0,7,7,1,37,7,0,42,37,8,0,0,0,2
15194.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23179.0,0,1,1,0,0,2,0,0,0,1,0,0,0,0
23842.0,0,1,0,0,2,1,0,2,2,0,0,1,0,0
14650.0,0,2,1,0,5,5,3,8,5,6,0,1,0,0
15249.0,1,4,4,1,21,8,12,26,21,5,2,2,0,0
23156.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
23162.0,7,4,1,0,10,5,4,12,10,5,0,1,0,0
23207.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
23209.0,1,1,0,0,1,1,0,2,1,0,0,0,0,0
14585.0,0,2,2,0,3,4,0,3,3,5,0,0,0,0
15097.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18719.0,0,2,0,0,3,2,0,6,3,3,2,1,0,0
18802.0,0,1,0,0,1,1,0,1,1,1,0,1,0,0
21965.0,1,15,0,0,7,16,0,11,7,15,0,0,0,0
25111.0,5,0,0,0,3,0,0,3,3,0,0,1,0,0
25651.0,1,1,0,1,11,2,4,12,11,1,1,0,0,0
25815.0,0,5,0,0,3,6,1,7,8,4,0,0,0,0
26075.0,0,0,2,0,10,0,2,10,11,0,0,1,0,0
26546.0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
26675.0,0,1,0,0,1,2,1,1,1,1,0,0,0,0
26692.0,1,2,0,0,6,2,1,17,6,3,0,0,0,0
15060.0,0,0,1,0,2,0,0,1,3,0,0,0,0,0
15100.0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
23966.0,2,7,1,0,4,16,1,8,4,8,0,0,0,0
24164.0,0,0,2,0,7,0,1,17,7,4,2,12,0,0
25945.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26021.0,0,5,0,0,5,5,5,5,5,6,0,1,0,0
26657.0,1,3,2,0,7,12,3,15,8,10,0,0,0,0
26680.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
26681.0,0,1,0,0,1,1,0,1,1,1,0,0,0,0
26688.0,1,1,0,0,0,7,0,0,0,5,0,0,0,0
26691.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26693.0,0,0,1,0,2,0,0,2,4,0,0,0,0,0
16054.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19475.0,4,1,0,0,1,1,0,2,1,0,0,1,0,0
19479.0,0,1,0,0,1,3,0,1,1,2,0,0,0,0
16728.0,1,1,1,0,2,3,5,2,2,1,0,0,0,0
20530.0,5,1,0,0,0,1,0,1,0,2,0,1,0,0
22865.0,1,1,0,0,39,8,2,66,39,7,0,0,0,2
24971.0,0,1,0,0,4,1,0,4,4,0,0,0,0,0
18912.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19793.0,0,2,0,0,2,4,0,3,2,2,0,1,0,0
20012.0,3,0,0,0,4,0,0,5,4,0,0,0,0,0
22663.0,2,2,2,0,1,4,1,3,1,5,0,1,0,0
22875.0,0,1,0,0,0,7,2,0,0,0,0,0,0,0
22880.0,3,3,0,0,4,3,0,10,4,2,0,0,0,0
22882.0,1,1,0,0,0,2,0,0,0,1,0,0,0,0
24557.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24558.0,1,1,0,0,0,1,1,0,0,1,0,0,0,0
16428.0,0,1,1,0,2,2,0,4,2,6,0,0,0,0
16537.0,0,2,0,1,5,3,0,6,5,12,1,1,0,0
16541.0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
14064.0,0,1,2,0,7,3,0,10,7,3,0,3,0,0
19722.0,5,0,0,0,0,0,1,3,0,1,0,0,0,0
24512.0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
24549.0,1,1,0,0,3,1,2,12,3,1,0,0,0,0
24556.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13823.0,2,2,1,0,8,9,0,12,9,5,0,1,0,0
16037.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16527.0,0,1,0,0,3,2,0,4,3,0,0,0,0,0
21946.0,3,0,0,0,19,0,4,20,19,0,0,0,0,0
25920.0,0,1,0,0,3,1,1,4,3,1,0,0,0,0
25922.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14190.0,0,4,2,0,0,8,0,0,0,9,0,2,0,0
19986.0,14,12,6,0,23,14,28,59,23,14,0,0,0,2
